"state","Country Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Ethiopia","ETH","2.4","2.4","2.4","2.6","2.7","2.8","3","4.3","5.6","6.9","8.2","9.5","10.8","12.1","13.4","14.7","16","17.2","18.5","19.8","21.1","22.3","23.6","","",
